prim_key,hand_assign_final,hand_assign_AWCS,certainty_mj,certainty_dz,mismatched,certainty_mismatch,hand_assign_mj,hand_assign_dz,
8031111:1,17207200,17207200,1,2,1,1,17207200,17302902,TRUE
8031120:1,13201101,43405100,3,2,1,3,13201101,13205100,FALSE
8031149:1,11303101,11303101,3,3,0,NA,11303101,11303101,TRUE
8041016:1,51209200,51209200,2,3,0,NA,51209200,51209200,TRUE
8041017:1,25202200,25202200,3,3,0,NA,25202200,25202200,TRUE
8041067:1,43601400,43601400,2,2,1,2,43601400,43601300,TRUE
8041079:1,17214100,17214100,2,2,0,NA,17214100,17214100,TRUE
8041142:1,23201100,23201100,3,3,0,NA,23201100,23201100,TRUE
8041186:1,43601400,43601400,3,3,0,NA,43601400,43601400,TRUE
8041204:1,11312100,11312100,3,2,0,NA,11312100,11312100,TRUE
8051025:1,21102100,21102100,1,2,1,1,25309900,21102100,TRUE
8051035:1,53401100,53401100,3,3,0,NA,53401100,53401100,TRUE
8051036:1,13119906,13119906,1,2,1,1,11102100,41203100,TRUE
8051038:1,21102300,21102300,3,3,0,NA,21102300,21102300,TRUE
8051080:1,39903100,39903100,2,3,0,NA,39903100,39903100,TRUE
8051096:1,43101100,43101100,3,3,1,1,43101100,11202200,TRUE
8051114:1,51915100,51915100,2,3,1,2,51915100,27402100,TRUE
8051144:1,25309900,25309900,3,3,0,NA,25203100,25202200,TRUE
8051169:1,29113100,29113100,3,3,0,NA,29113100,29113100,TRUE
8051171:1,11303102,11303102,2,3,0,NA,11303102,11303102,TRUE
8051177:1,43906100,31909200,2,2,0,NA,31909200,31909200,FALSE
8051199:1,43302102,43302102,2,3,0,NA,43302102,43302102,TRUE
8051201:1,11303101,11303101,3,3,0,NA,11303101,11303101,TRUE
8061035:1,25904100,25904100,2,2,0,NA,25904100,25904100,TRUE
8061037:1,15112200,15112200,3,2,1,3,15112200,15114200,TRUE
8061038:1,15203100,15203100,1,2,1,2,13119900,15203100,TRUE
8061040:1,29206100,43601300,2,3,1,1,29206100,43601300,FALSE
8061044:1,13119906,13119906,2,2,0,NA,13119906,13119906,TRUE
8061057:1,29201100,29201100,3,3,1,3,29201100,29201200,TRUE
8061068:1,25107200,25107200,3,3,0,NA,25107200,25107200,TRUE
8061074:1,21101400,21101400,3,3,0,NA,21101400,21101400,TRUE
8061077:1,11914100,11914100,3,3,0,NA,11914100,11914100,TRUE
8061085:1,43303100,43303100,1,2,1,1,43309900,13205200,TRUE
8061086:1,31909200,31909200,3,3,0,NA,31909200,31909200,TRUE
8061096:1,43601300,31909100,3,3,0,NA,31909100,31909100,FALSE
8061104:1,41302100,41302100,3,3,0,NA,41302100,41302100,TRUE
8061118:1,31909700,31909700,3,3,0,NA,31909700,31909700,TRUE
8061121:1,15115100,15115100,1,2,1,1,15115100,49209700,TRUE
8061131:1,41201100,41201100,3,3,0,NA,41201100,41201100,TRUE
8061157:1,43902100,43902100,1,2,0,NA,43902100,43902100,TRUE
8061186:1,11302100,11302100,2,3,0,NA,11302100,11302100,TRUE
8061207:1,27102400,27102400,3,3,0,NA,27102400,27102400,TRUE
8071002:1,43601400,43601400,2,3,1,2,43601400,43601300,TRUE
8071018:1,53303200,53303200,3,3,0,NA,53303200,53303200,TRUE
8071021:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
8071022:1,13105100,13105100,3,3,0,NA,13105100,13105100,TRUE
8071023:1,11911100,11911100,1,3,1,1,11102100,11912100,TRUE
8071026:1,11102100,11102100,1,1,0,NA,11102100,11102100,TRUE
8071058:1,25202100,25202100,3,2,0,NA,25202100,25202100,TRUE
8071068:1,15113300,15113300,2,2,1,2,15113300,15114300,TRUE
8071074:1,43908100,43908100,3,2,0,NA,43908100,43908100,TRUE
8071079:1,25403100,25403100,3,2,1,3,25403100,43412100,TRUE
8071090:1,15115100,15115100,2,1,1,2,15115100,15115200,TRUE
8071091:1,11904100,11904100,3,2,0,NA,11904100,11904100,TRUE
8071112:1,43416100,43416100,3,2,1,3,13107100,43904102,TRUE
8071142:1,35201100,35201100,3,2,1,2,35201100,35101100,TRUE
8071176:1,41401200,41401200,1,2,1,1,41401200,41909900,TRUE
8071180:1,13103101,13103101,2,1,0,NA,13103101,13103101,TRUE
8071184:1,11903300,13201101,1,1,1,1,13201101,11903300,FALSE
8081007:1,33902100,33902100,2,3,1,2,33902100,33302101,TRUE
8081023:1,13203100,13203100,2,2,1,2,13203100,13205100,TRUE
8081024:1,11914100,11914100,1,2,0,NA,11914100,11914100,TRUE
8081063:1,35304100,35304100,2,2,0,NA,35304100,35304100,TRUE
8081064:1,53303200,53303200,3,3,0,NA,53303200,53303200,TRUE
8081068:1,11312100,11312100,2,3,1,2,11312100,43305100,TRUE
8081074:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
8081078:1,27303100,27303100,1,3,1,1,27303100,13112100,TRUE
8081089:1,43506100,43506100,1,2,1,1,43506100,13108102,TRUE
8081103:1,51412106,51412106,3,3,0,NA,51412106,51412106,TRUE
8081116:1,53303200,53303200,3,3,0,NA,53303200,53303200,TRUE
8081131:1,29112700,29112700,3,3,0,NA,29112700,29112700,TRUE
8081157:1,43101100,43101100,2,2,1,2,43101100,11102100,TRUE
8081189:1,41909900,11202100,1,2,1,1,15119908,11202100,FALSE
8081203:1,43405100,43405100,3,3,0,NA,43405100,43405100,TRUE
9097001:1,13119906,13119906,1,1,1,1,13119906,13102100,TRUE
9097002:1,11303101,11303101,1,3,1,2,13201101,11303101,TRUE
9097009:1,15113300,15113300,2,2,1,2,15113200,15113300,TRUE
9097010:1,11303101,11303101,2,3,0,NA,11303101,11303101,TRUE
9097011:1,11305101,11305101,1,2,1,1,11305101,17302900,TRUE
9097012:1,11102100,11102100,1,3,0,NA,11102100,11102100,TRUE
9097013:1,19309400,19309400,1,2,0,NA,19309400,19309400,TRUE
9097014:1,11302100,11302100,1,2,1,1,15114200,15119909,TRUE
9097017:1,31909200,31909200,3,3,0,NA,31909200,31909200,TRUE
9097021:1,13111100,13111100,3,2,1,2,13111100,13205100,TRUE
9097023:1,43902200,43902200,3,3,1,2,43902200,43601200,TRUE
9097026:1,41401200,41401200,NA,2,1,1,NA,41401200,TRUE
9097027:1,21202100,21202100,3,3,0,NA,21202100,21202100,TRUE
9097031:1,19204102,19204102,3,2,0,NA,19204102,19204102,TRUE
9097032:1,35202100,35202100,3,3,1,1,43508103,41101100,TRUE
9097033:1,13207200,13207200,2,2,0,NA,13207200,13207200,TRUE
9097034:1,13103101,13103102,3,3,1,3,13103102,13103101,FALSE
9097036:1,15119908,43508103,2,3,1,3,15119908,13111100,FALSE
9097039:1,25105200,25105200,1,2,1,2,25105200,25101100,TRUE
9097040:1,11911100,11911100,2,1,1,1,43906100,11911100,TRUE
9097042:1,29114104,29114104,2,2,1,2,29114104,29114100,TRUE
9097044:1,27102700,27102700,2,3,0,NA,27102700,27102700,TRUE
9097045:1,17214100,17214100,2,1,1,1,17214100,17302902,TRUE
9097046:1,43303100,43303100,3,3,0,NA,43303100,43303100,TRUE
9097050:1,25106600,25106600,3,3,0,NA,25106600,25106600,TRUE
9097051:1,43405100,43405100,3,3,0,NA,43405100,43405100,TRUE
9097057:1,13115100,13115100,2,2,1,2,11313100,13111100,TRUE
9107064:1,29901100,29901100,2,3,1,2,11312100,29901200,TRUE
9107069:1,25904100,25205200,2,3,0,NA,25205200,25205200,FALSE
9107075:1,11101100,11101100,2,1,0,NA,11101100,11101100,TRUE
9107077:1,25202200,25202200,2,3,1,2,25202200,25302100,TRUE
9107080:1,39501200,39501200,3,3,0,NA,39501200,39501200,TRUE
9107086:1,41902100,41902100,3,3,1,3,41902200,41902100,TRUE
9107089:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
9107091:1,43601100,43601100,3,3,0,NA,43601100,43601100,TRUE
9107095:1,53303300,53303300,3,3,0,NA,53303300,53303300,TRUE
9107096:1,51408100,51408100,NA,2,1,1,NA,51408100,TRUE
9107101:1,15119908,15119908,1,1,1,1,11202200,13205100,TRUE
9107103:1,11102100,11102100,1,2,1,1,11202200,11101100,TRUE
9107104:1,51603100,51603100,2,3,1,3,51605100,51603100,TRUE
9107105:1,51209200,51209200,2,2,0,NA,51209200,51209200,TRUE
9107107:1,39902100,39902100,2,3,1,3,31101500,39902100,TRUE
9107110:1,11903100,13107100,2,2,1,1,11312100,43305100,FALSE
9107114:1,29205200,29205200,3,3,0,NA,29205200,29205200,TRUE
9107115:1,43906100,43906100,2,3,1,1,11301100,11102100,TRUE
9107117:1,25202100,25202100,3,3,1,3,25202100,25302100,TRUE
9107126:1,21201100,21201100,3,3,0,NA,21201100,21201100,TRUE
9107129:1,13202102,13202102,3,3,0,NA,13202102,13202102,TRUE
9107132:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
9107144:1,51101100,51101100,2,2,1,2,51101100,51209200,TRUE
9107152:1,25202100,25202100,3,3,0,NA,25202100,25202100,TRUE
9107154:1,11102100,13107100,1,2,1,1,13107100,11102100,FALSE
9107157:1,11902100,11902100,2,2,1,3,11902100,11305100,TRUE
9107159:1,15115100,15115100,3,2,0,NA,15115100,15115100,TRUE
9107160:1,11101100,11101100,2,3,1,2,11102100,11101100,TRUE
9107162:1,29205200,29205200,3,2,1,3,29205200,29105100,TRUE
9107163:1,43404102,43906100,2,2,1,1,43906100,43404102,FALSE
9107171:1,43405100,39902100,3,3,1,3,39902100,31909200,FALSE
9107172:1,43601100,43601100,3,2,1,3,43601100,11903300,TRUE
9107173:1,43101100,43101100,1,2,1,2,43101100,13207200,TRUE
9107174:1,41302100,41302100,3,2,0,NA,41302100,41302100,TRUE
9107177:1,11102100,11102100,1,2,1,1,13107100,11102100,TRUE
9107181:1,31909300,31909300,2,2,0,NA,31909300,31909300,TRUE
9107182:1,17207100,43405100,3,2,0,NA,43405100,43405100,FALSE
9107183:1,11307102,11307102,3,3,0,NA,11307102,11307102,TRUE
9107185:1,43302102,43302102,3,2,0,NA,43302102,43302102,TRUE
9107193:1,41301100,41301100,2,2,1,2,41301100,17204100,TRUE
9107198:1,43601400,43601400,3,2,0,NA,43601400,43601400,TRUE
9107200:1,43906100,43906100,1,1,0,NA,43906100,43906100,TRUE
9107205:1,11303101,13201101,2,2,1,1,43303100,13201101,FALSE
9107206:1,45101108,45101108,2,3,1,2,11901302,45209202,TRUE
9107212:1,37101100,37101100,2,2,1,3,13107100,51101100,TRUE
9107213:1,41201100,41201100,2,3,0,NA,41201100,41201100,TRUE
9107215:1,13208100,13208100,3,3,0,NA,13208100,13208100,TRUE
9107216:1,31909100,31909100,3,3,0,NA,31909100,31909100,TRUE
9107217:1,41401200,41401200,2,2,1,2,41401100,41401200,TRUE
9107222:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
9107223:1,29112500,39901100,3,2,1,2,39901100,25205200,FALSE
9107231:1,23201100,23201100,3,3,0,NA,23201100,23201100,TRUE
9107233:1,43305100,43305100,3,2,1,3,43305100,11303101,TRUE
9107235:1,39902100,39902100,1,2,1,1,39902100,53302200,TRUE
9107237:1,11303102,11303102,1,2,1,1,11301100,11303102,TRUE
9107238:1,49901100,49901100,2,1,1,1,49901100,49907100,TRUE
9107239:1,11202200,11202200,2,2,1,1,41401200,11202200,TRUE
9107241:1,49904100,49904100,2,2,1,2,49907100,49302302,TRUE
9107244:1,43303100,43303100,3,3,0,NA,43303100,43303100,TRUE
9107247:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
9107250:1,39903100,39903100,2,2,0,NA,39903100,39903100,TRUE
9107256:1,11202200,11202200,2,2,0,NA,11202200,11202200,TRUE
9107261:1,25309900,25309900,3,3,0,NA,25203100,25202200,TRUE
9107262:1,47203101,47203101,2,3,1,2,47206100,47203101,TRUE
9107269:1,43405100,43405100,2,3,1,2,43906100,43405100,TRUE
9107274:1,43502100,43502100,1,2,1,1,43502100,53303100,TRUE
9107276:1,11905100,11905100,1,2,0,NA,11905100,11905100,TRUE
9107280:1,11301100,11301100,1,2,0,NA,11301100,11301100,TRUE
9107281:1,35303100,35303100,3,3,1,2,35304100,35303100,TRUE
9107289:1,11301100,11301100,2,3,0,NA,11301100,11301100,TRUE
9107290:1,51209200,51209200,2,2,0,NA,51209200,51209200,TRUE
9107292:1,29206100,31909200,3,2,0,NA,31909200,31909200,FALSE
9107295:1,31909400,31909400,3,3,0,NA,31909400,31909400,TRUE
9107307:1,53303200,53303200,3,3,0,NA,53303200,53303200,TRUE
9107309:1,47203101,47203101,3,3,0,NA,47203101,47203101,TRUE
9107318:1,29106500,29106500,3,3,0,NA,29106500,29106500,TRUE
9107319:1,41304100,41304100,3,3,0,NA,41304100,41304100,TRUE
9107321:1,51403400,51403400,2,3,1,2,51403400,11305100,TRUE
9107325:1,11305100,11305100,1,1,1,1,11305100,17212102,TRUE
9107337:1,37201100,37201100,3,3,0,NA,37201100,37201100,TRUE
9107339:1,43906100,43906100,1,1,1,1,43906100,43101100,TRUE
9107342:1,43405100,35201100,2,2,1,2,35202100,35302100,FALSE
9107348:1,25203100,25203100,3,3,0,NA,25203100,25203100,TRUE
9107349:1,17204100,17204100,3,3,0,NA,17204100,17204100,TRUE
9107353:1,37201200,37201200,3,3,0,NA,37201200,37201200,TRUE
9107356:1,29204100,29204100,3,3,0,NA,29204100,29204100,TRUE
9107357:1,49309100,49309100,2,1,1,1,49309100,51919900,TRUE
9107359:1,25904100,21101200,1,3,1,1,21101200,25904100,FALSE
9107367:1,35302100,35302100,2,2,1,2,35201900,35302100,TRUE
9107371:1,37301100,37301100,2,3,1,2,37301100,49907100,TRUE
9117373:1,43307100,43307100,3,3,0,NA,43307100,43307100,TRUE
9117376:1,11901301,11901301,3,2,1,2,11901302,11901301,TRUE
9117382:1,43302102,43302102,1,3,1,1,29207100,43302102,TRUE
9117384:1,25202200,25202200,3,2,0,NA,25202200,25202200,TRUE
9117396:1,43601100,11102100,2,2,1,1,43601100,11102100,FALSE
9117399:1,39501100,39501100,3,3,0,NA,39501100,39501100,TRUE
9117400:1,15113300,15113300,3,2,0,NA,15113300,15113300,TRUE
9117402:1,53705100,53705100,1,3,0,NA,53705100,53705100,TRUE
9117414:1,11303102,11303102,1,3,1,1,43906100,11303102,TRUE
9117421:1,27102400,27102400,3,3,0,NA,27102400,27102400,TRUE
9117424:1,29102100,29102100,3,3,0,NA,29102100,29102100,TRUE
9117425:1,43417100,43417100,3,3,0,NA,43417100,43417100,TRUE
9117430:1,11102100,45209202,1,2,1,3,11303102,13208200,FALSE
9117432:1,43906100,43906100,1,1,1,1,43906100,43902100,TRUE
9117445:1,51202200,51202200,1,2,1,1,51202200,17207100,TRUE
9117448:1,23101100,23101100,3,3,0,NA,23101100,23101100,TRUE
9117450:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
9117452:1,43418100,47203101,2,1,1,2,21101200,13207101,FALSE
9117454:1,41302100,41302100,3,3,0,NA,41302100,41302100,TRUE
9117456:1,11101100,11101100,3,3,1,2,11101100,11102100,TRUE
9117465:1,29112200,29112200,3,3,0,NA,29112200,29112200,TRUE
9117466:1,25302100,25302100,1,2,1,1,41909100,25119400,TRUE
9117469:1,47221100,47221100,3,3,1,3,47221100,47222100,TRUE
9117470:1,29114104,29114104,3,2,1,3,29114104,29114100,TRUE
9117473:1,39202100,39202100,1,3,1,1,39202100,45101108,TRUE
9117485:1,51301100,51301100,3,3,0,NA,51301100,51301100,TRUE
,,,,,,,,,210
